pre-training...
0	9.860358
10	8.854357
20	7.177625
30	7.018576
40	6.851105
50	6.644386
60	6.361351
70	6.214887
80	6.414133
90	6.247271
100	6.031323
110	6.126597
120	6.256351
130	6.148247
140	6.085243
150	6.227688
160	6.079607
170	6.058304
180	6.069812
190	6.179348
200	6.094082
210	6.092298
220	6.218653
230	6.117607
240	6.246040
250	6.111405
260	6.094705
270	6.155194
280	5.999230
290	5.967759
300	6.053521
310	5.965752
320	6.020169
330	5.920852
340	5.978141
350	5.853782
360	5.878474
370	5.844738
380	5.957568
390	5.954862
400	5.947345
410	5.870102
420	5.830830
430	5.751829
440	5.802694
450	5.831344
460	5.917664
470	5.816665
480	5.990310
490	5.876302
500	5.831798
510	5.871392
520	5.847614
530	5.720967
540	5.759195
550	5.868972
560	5.925605
570	5.807424
580	5.989924
590	5.897147
600	5.964073
610	5.954724
620	6.034447
630	5.805670
640	5.786381
650	5.853096
660	5.822232
670	5.929849
680	5.868404
690	5.869023
700	5.784070
710	5.884356
720	5.804392
730	5.905654
740	5.793007
750	5.950217
760	5.710647
770	5.813567
780	5.789309
790	5.863514
800	5.762566
810	5.800224
820	5.816312
830	5.800074
840	5.774856
850	5.669902
860	5.914717
870	5.782125
880	5.670975
890	5.736437
900	5.883791
910	5.791780
920	5.712635
930	5.851282
940	5.724494
950	5.728288
960	5.736032
970	5.785275
980	5.723541
990	5.738973
1000	5.913482
1010	5.808711
1020	5.863328
1030	5.770919
1040	5.792082
1050	5.838510
1060	5.709244
1070	5.638810
1080	5.760323
1090	5.648962
1100	5.675079
1110	5.610133
1120	5.735919
1130	5.741045
1140	5.656433
1150	5.718727
1160	5.714790
1170	5.770199
1180	5.792195
1190	5.669082
1200	5.712240
1210	5.630360
1220	5.697569
1230	5.698989
1240	5.819343
1250	5.665984
1260	5.815724
1270	5.709949
1280	5.716774
1290	5.731020
1300	5.649465
1310	5.558488
1320	5.521777
1330	5.647793
1340	5.685108
1350	5.643601
1360	5.804578
1370	5.678253
1380	5.751795
1390	5.715948
1400	5.761875
1410	5.630963
1420	5.576717
1430	5.615855
1440	5.648993
1450	5.656952
1460	5.715967
1470	5.614328
1480	5.555695
1490	5.614992
1500	5.595532
1510	5.661751
1520	5.657494
1530	5.705518
1540	5.424985
1550	5.579008
1560	5.611896
1570	5.611114
1580	5.570481
1590	5.575811
1600	5.674679
1610	5.673666
1620	5.528930
1630	5.524367
1640	5.717978
1650	5.615084
1660	5.448619
1670	5.452328
1680	5.645884
1690	5.500100
1700	5.568722
1710	5.650089
1720	5.545604
1730	5.520104
1740	5.559927
1750	5.616199
1760	5.531549
1770	5.534009
1780	5.735640
1790	5.508392
1800	5.666691
1810	5.629588
1820	5.540441
1830	5.636459
1840	5.506885
1850	5.428912
1860	5.605818
1870	5.490870
1880	5.517556
1890	5.399997
1900	5.533277
1910	5.532110
1920	5.430178
1930	5.576037
1940	5.504127
1950	5.536912
1960	5.607048
1970	5.528875
1980	5.581732
1990	5.490041
2000	5.575250
2010	5.506917
2020	5.703583
2030	5.494200
2040	5.672119
2050	5.510611
2060	5.553080
2070	5.561346
2080	5.450481
2090	5.422652
2100	5.465824
2110	5.547883
2120	5.620101
2130	5.495489
2140	5.654935
2150	5.572090
2160	5.626001
2170	5.653372
2180	5.681975
2190	5.465126
2200	5.428653
2210	5.492685
2220	5.507274
2230	5.545458
2240	5.307850
2250	5.141910
2260	5.168599
2270	4.755599
2280	4.932077
2290	5.112904
2300	5.244112
2310	5.142553
2320	4.812083
2330	4.756678
2340	4.867115
2350	5.030154
2360	4.774548
2370	4.726652
2380	5.241232
2390	4.812392
2400	4.539980
2410	4.588685
2420	4.679260
2430	4.911687
2440	4.611300
2450	4.679993
2460	5.149480
2470	4.653203
2480	4.742066
2490	4.515384
2500	4.916141
2510	4.723805
2520	5.156820
2530	5.057701
2540	4.854417
2550	4.858633
2560	5.066538
2570	5.015469
2580	5.109149
2590	5.175119
2600	5.016193
2610	4.995339
2620	4.582204
2630	4.593531
2640	4.906183
2650	5.059528
2660	4.784077
2670	5.103023
2680	4.968185
2690	4.887326
2700	4.912591
2710	5.124162
2720	4.840200
2730	5.133889
2740	5.074544
2750	5.156270
2760	5.421010
2770	4.518902
2780	5.041465
2790	4.777711
2800	5.106388
2810	4.821863
2820	5.110773
2830	4.587502
2840	4.991288
2850	4.806289
2860	4.820269
2870	4.847657
2880	4.989541
2890	4.889631
2900	5.071150
2910	5.273217
2920	5.184404
2930	4.798937
2940	5.034449
2950	5.089114
2960	4.645258
2970	4.918744
2980	4.605986
2990	4.757299
